order,url,name,type,description,stars,price,currency,rating,reviews,breakfast,checkInFrom,checkInTo,location,address,image,rooms,images,categoryReviews,userReviews
15,https://www.booking.com/hotel/gr/telesilla.html?selected_currency=EUR&changed_currency=1&lang=en-us&group_adults=2&no_rooms=1%3Bprice%3DEUR-0-1000-1,Telesilla Hotel,,"You're eligible for a Genius discount at Telesilla Hotel! To save at this property, all you have to do is sign in.
 Telesilla Hotel is a unique place that does not offer simple accommodations services to its guests. Still, it creates a unique lifetime experience for each one, welcoming them into their big family. It is a place that has been created with genuine love by the Filippas family and which aims to create unforgettable relaxing moments for those who choose Telesilla Hotel for their stay through exceptional personalized services. Over the years, the hotel is constantly being upgraded, offering modern and clean accommodations options with all the necessary amenities for a comfortable stay. Elizabeth and Makis continue the family tradition by actively participating in all the processes of the hotel, taking care of every detail, and looking for new ways to enhance the overall experience of their guests. The location of Telesilla Hotel is perfect for discovering the whole island, as it is located right next to Gouvia Marina and in short distance from the Old Town. Apart from the hospitality, Telesilla Hotel is also famous for its gastronomy. Whether staying at the hotel or just passing by its restaurant, you should try the mouthwatering Telesilla Lamp. Also, don't miss the chance to taste one of the delicious cocktails at the pool bar.
Features rooms specially designed for families, couples, friends and business and leisure travelers.
Hotel amenities include:
- 24hr check-in Reception Desk
- Homecooked buffet breakfast
- Swimming pool with lunch menu
- Poolside Ala Carte Restaurant
- Famous Cocktail Bar
- Roof terrace Lemon Tree Veranda w sunbeds",3.0,,,8.9,747,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free",,,"{'lat': '39.6450254', 'lng': '19.8566642'}","{'full': 'National Road Palaiokastritsas - Kontokali, Kontokali, 49100, Greece', 'postalCode': '49100', 'street': 'National Road Palaiokastritsas - Kontokali', 'country': 'Greece', 'region': 'Corfu'}",https://cf.bstatic.com/images/hotel/max1024x768/411/411524031.jpg,[],"['https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593732.jpg?k=a76b1d3d5d26a1e7a90c941f0da7db7e3a7e4146bcc09ef8e1e2691d03cd3900&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368586907.jpg?k=8f24897e62ac01d90a0d1576884f949966897c4b6d72a18e7df041aa4d7d4461&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368586903.jpg?k=0133b54cd15c6574755175bf7744c6edaffc5515dfc19d1d5e74c49a225dd252&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593729.jpg?k=1d5bb22d32da61264a27023404889c64f03a20132c3e35025828cd85c029edab&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368588093.jpg?k=5c0afbfb109c3bf890081145e3dbb0bcbaa306fbe6256bf0ff706d2c265b177e&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/411532256.jpg?k=a530752c34ee6f4107b8b2995a709643277322db5b3287ffadaad70587deac63&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593737.jpg?k=f7744599eaa3eded4331aef7d9c24b11fef8f50c1b6bc6bddc06e890574d7228&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368587602.jpg?k=ed011a422d1ebb2c98b36ef1d3e431f6104ada221add736dfa63780e5be47750&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368587041.jpg?k=f6304185f8eae9d2aa38fc2a3c8e006f49cc6db66a29106bc8ec4d444a881d56&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593733.jpg?k=459861aab372674a933dcde10c219b111294203524dea8c1b84d22261b87516f&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368595109.jpg?k=d991d032e498275cb44e1c2898638a56d4718c60c853b71ad42cd722350abf05&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/411532258.jpg?k=c6c970310633b90ad4c6ee8e0e480871ab24a1b6a2e0b479394eea864e771b1d&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593738.jpg?k=f7e82310ece7e86297dff1d47825d546f571ddf764eedb0e2e1bdf0b65a7beb5&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593181.jpg?k=293364fbf96fe58cdbfac43c8433b9914928d87427192113bab439e33e9d4820&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593187.jpg?k=fe7fe3bf1e7da17c85ede20ed80be50347127f4a56aa22856e1c36671ae685de&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593185.jpg?k=3feed7a95ecf65592779db64127e88e6eca6abf04fd5a3b16b2f7e23878e8e05&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593180.jpg?k=c33bbd2717d6a414ec0c954b70be598102ee75819d41cc0160d673eb5a0ed449&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593178.jpg?k=7834b114c59018aac865648a10a493e6c86499e1c343b939079aa1407b99193a&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593175.jpg?k=dc9020f24952b804fcd6fa5a7f838e54aa3c121cd5563e18ebac50dc4e8efafd&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593177.jpg?k=b9839db0debb850f36e8ec7538db3feb41b446d25ff620f662380c44859bdf74&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593414.jpg?k=89638f964d2b1805547b5cd7e87b1bff3bdd338374a34d08d618f6ea6645b134&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593179.jpg?k=2ba53421ef8505cdc04ddf0732e02ca8d892b5f53c5888fb8530b8a08520cdd7&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593174.jpg?k=e26dae2dcbe56803bd4eba8781c66ef10fb71c7d958b7911c9e711abaa49d79a&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593172.jpg?k=12fafe2d912f14f9e6a0b60467a5df8d001eec89617a59a16da3de1063087bd5&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593173.jpg?k=6c72570c5bd95be54de17ea3ac3282363bf08cc78317a388c21d23ff6aa87eb6&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593156.jpg?k=158561d7a53b40bf6d5361231e66248be5ca70cf41bb318c5e06311359728702&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593151.jpg?k=6c3df063ec6eb5ae7da8221f39ea1e5bd707bd3b965d56dfe0da15e15b1cb9b8&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593629.jpg?k=b4784d3102cf315e1a4b40c15961d259d00b41a70a403d43af5b828248b0ef8d&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593147.jpg?k=1c1febd6be0ed009dd3e3f91f2fc10db566221037cbbba941e89a4e346316c75&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593604.jpg?k=1c4087fd6d0b8e012692ba3432b8c87f576de6ea3bb8b5adc1bb22f8a3217a19&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593585.jpg?k=afbd37e23fa7eaaf27a11abfa3b6eddea15421c7b8651d8cde543c95247a9472&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593610.jpg?k=1854afa5fbf0953beac28012abd5465114f5897d569fb939f777b65ed6442d6a&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368602924.jpg?k=7f91ae8e36ec986ab7f72e74bbebe23efbb01867020c269d3a334fac28ed45ab&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368602918.jpg?k=6d42c759835764abbaba94ff7b1cb3bd8a9e871f304437ebe9f0f5f4eac6b09b&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368602919.jpg?k=fece5fedb61f6104cbeee1d4aa3e755c6744fa1747440e079d272727070d19e9&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368602910.jpg?k=9582f78cfe1c0c94527763ef6377fa6045fcc9b220db49bdb25bb4745572d300&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368602988.jpg?k=f40f2a100b21cc49e50a64c56c1b79180459be0b21e5cacb6aa996157062e3bf&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368602911.jpg?k=1dfd89dd723f87c3abfa81254a6e1a4fb809338e8d4af0bb554786e22740eff4&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368602909.jpg?k=852ab2e114fb21878811365277a100b7667c4a9dbaf429de79d7bab334f01c6f&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368602905.jpg?k=f223ac8eaf8644a7fb6fb581d29d473f0de9aeb9268035e824b7b5e842affb16&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368602987.jpg?k=1686d97995955fe94de9c702cc9323abd80032b56aac9ce63b4e45946a488f0a&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368613168.jpg?k=72b4a1822ff1eb5cb6f4bec00b64862b73ce04cec72dd1b49550bdbc6e4806c5&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/411527460.jpg?k=ddfdd8461085922f88ee4cfcfe8493b600644209fa0abd71b4f8a1f7ad84a3a0&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/411527459.jpg?k=b66eac124d5faaa9fa7f5036fb04e3221498aef87fa9e56566d4b211e52226e6&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/411523960.jpg?k=fe7942894bbb287c8b7122074f492b48c6bad52e3b6f00a878e2bbc37dffb087&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/368593732.jpg?k=a76b1d3d5d26a1e7a90c941f0da7db7e3a7e4146bcc09ef8e1e2691d03cd3900&o=&hp=1']","[{'title': 'Staff', 'score': 9.5}, {'title': 'Facilities', 'score': 8.9}, {'title': 'Cleanliness', 'score': 9.3}, {'title': 'Comfort', 'score': 9.1}, {'title': 'Value for money', 'score': 9.1}, {'title': 'Location', 'score': 8.3}, {'title': 'Free WiFi', 'score': 8.3}]",[]
25,https://www.booking.com/hotel/gr/pelekas-beach-apartments.html?selected_currency=EUR&changed_currency=1&lang=en-us&group_adults=2&no_rooms=1%3Bprice%3DEUR-0-1000-1,Pelekas Beach Apartments Rolling Stone,,"You're eligible for a Genius discount at Pelekas Beach Apartments Rolling Stone! To save at this property, all you have to do is sign in.
 Pelekas Beach Apartments Rolling Stone is a recently renovated apartment in Pelekas where guests can make the most of its garden and bar. This beachfront property offers access to free Wifi and free private parking. The accommodation provides a 24-hour front desk, a shared kitchen, and currency exchange for guests.
Accessible via private entrance, all rooms have air conditioning, soundproofing, wardrobe, and a private bathroom with a shower. Some units also have a well-equipped kitchen with kitchenware. At the apartment complex, every unit has bed linen and towels.
Sightseeing tours are available within easy reach of the property. Guests at the apartment can enjoy golfing nearby, or make the most of the sun terrace.
Kontogialos Beach is a 2-minute walk from Pelekas Beach Apartments Rolling Stone, while Glyfada Beach is 0.6 miles away. The nearest airport is Corfu International Airport, 6.8 miles from the accommodation.",,,,9.2,100,,,,"{'lat': '39.5864824', 'lng': '19.8194093'}","{'full': 'Pelekas Beach Kontogialos, Avramis 49100 ,Greece, Pelekas, 49100, Greece', 'postalCode': '49100', 'street': 'Pelekas Beach Kontogialos, Avramis 49100 ,Greece', 'country': 'Greece', 'region': 'Corfu'}",https://cf.bstatic.com/images/hotel/max1024x768/191/191845792.jpg,[],"['https://cf.bstatic.com/xdata/images/hotel/max1024x768/305181936.jpg?k=33e1d94610779a0b3e929e77c5968d1768386a3e06da974e12ec1d2ae55610af&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375656057.jpg?k=4f57c87d2e5f2d90088b7854d704a5905d0ee82dfa1b2e3b2e5beb8cb18798c4&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375656047.jpg?k=9f67e4c79c5a89b175d2a9bb3ae7b85713e6739e6f6e9a39e776c5c247650cd3&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655975.jpg?k=f22dc8b6f8d7693db50ac6f34fbae58c1b1f8cdbdbdc80e98e629ed3cad8e1a0&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655947.jpg?k=45b124c892dbe12f35a32b34623ecf00a1c78066854ad2abf7baccb352ec47d9&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655918.jpg?k=183905b9d876a6564b0e0cbdf0cfb6e8a2b3acb440e5b5c488ddb588aa519302&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655835.jpg?k=e7f7c5d8664ee701776aab87f375d937c9b4f01e079498495be31ab78e5a2c67&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655767.jpg?k=6572b823b7cd802b700a78e4a310c70a739be8ec10c775061d9c6ba8df32b65a&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655726.jpg?k=c9c15822b2525139653d5a6d7d915813870d7b8b9e7ae650636f32e7b64e2bfd&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655695.jpg?k=c9fe572a903d326c0ffccc96c2234b32e080d90bc06f8609d0cd7db786f6176b&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655632.jpg?k=ff14c43081cde4c4f234a9e5bdebb95b1f50235e4159a9ef7cd51a88a03d7748&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655556.jpg?k=dde9b2f7fd4fe43e46fdd70c6d98aef65cdab1864963bd42be02d93a5a29c2c4&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655431.jpg?k=576af7b94908858026a720c4c0927ff126f9b05fbced6c059da51b27ce4e365a&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655389.jpg?k=ec454e875a118cfcfa674271cb52844189dd36903bc65f37f0e276c1b28a3f73&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655361.jpg?k=8473485fe0ee91277de734f2d4c94220a40ad58fd7662a7101a396f7c2fc138c&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655270.jpg?k=dff3e2dad4a63b61a612b43483432a3e40a2bc27f9d6e6957e1f18c0b6ca46d4&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655259.jpg?k=b03d5cdbf5a66f8826b729a94a5aa4619c1b5ac195049c03cc26874989483d23&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655241.jpg?k=27dd9e365af4ea41dcf29e5bde4e6098487a5191139b72ec0c3834b4946ca1e0&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655180.jpg?k=98398d49f7fa6a668b8543a0f5f4b01d60855a9b4eba294bd3d05a6e425994f9&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655150.jpg?k=57b9a8116b0f8bd4fccb07d28d474feef9b345cbd61137fc38252f60ebe4a9fa&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655108.jpg?k=abf6197c266a31b62e1757ace06b9705f4502eb0bd7858982bee052544f42492&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/375655057.jpg?k=7189ffea8576ee3440662826be425f9c3a6756ec3d016a6658d406e423d30faf&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/191845851.jpg?k=434220043ac60d22ac141c5f5c242c761921e74f3861d3332f50ed539ef2118a&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/193988028.jpg?k=a14b918c0aa1728580d16669529593c6d33fabc9a813ce7a0dcaa5bbaefc3152&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/193987932.jpg?k=be04875992b16ca17e9f065791a3ff903a26e5b3f2dc8d7d9ff801b0cb744780&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/305180713.jpg?k=b27bbe39e1064522973d67456446b24ae2bd95971771a1f738336fa81a8f0dde&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/191857831.jpg?k=85432d69bee940efc503e20f755e1ecf45819ef2da5b52d5a565602596316c6b&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/191845792.jpg?k=1b767f80fa5dcfed09bf3301e50f73cfac82b4c554e605ffae2cee77f2bb474a&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/191857040.jpg?k=4cb0073d0885228c43e8f16968a9386b50e2c8114c9304b30f53f0a751813f28&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/191845855.jpg?k=4f2b2c108a44e4a39304cf10103317b1cf0716dd2aa0e0ec114ac6a33c66569e&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/191845870.jpg?k=bd9df5e6b3ddbb85c96acb026ec380963cbb087d3f5218555b16f7a15278e2a6&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/191845843.jpg?k=e6a4332e1cbe24bb2ccdb93135b33010242bf68ff690d8e368a493acecd59164&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/305181577.jpg?k=2255a1a0ead172ea25d11d69535566569fef894f9306bf1dbfd7d04075200f18&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/305181550.jpg?k=0267e869b0238f2352a677ed35e47f0631b85a8f81537de4bfa2b9a7ecb22c48&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/305181538.jpg?k=2a2bb3fce3272dc6380113e54d95210891dbb1067a4a7945a6795e9c5c80114c&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/305181715.jpg?k=4c33d9697a4d85e2882214ef2363dc4364730797c1a6221a9f8eae5135d093d7&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/305181688.jpg?k=ab156b6349dd846c35f429559286775c52dec0fa21e445f5a354d85da8e987aa&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/305181651.jpg?k=bf9c5e92855daba2245b0eb8d9712393dbd526d1102742b1b70795f7c88f90d9&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/305181740.jpg?k=91ee103e564691bb30c2b3f59afe6acd627227ed3a9cced462153aa95c2e7455&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/305181807.jpg?k=2c88f2f7e4b92ff9369a2bbb6ebc5da882900a40ef9d9dbcb9404af71e60961e&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/305181842.jpg?k=e0549398fb1f538f06a1a781c62b812b18180d0ecea4057c994c3ef7b078735f&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/305181875.jpg?k=8ec94e89ef97616c323c0754c42ecb02fcd90323e853e6546cd155ba09afba7f&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/305181965.jpg?k=59d879aa41131d0bfdcb4619662062aa1048fd97fe3ca6d67ca8f480beede4a2&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/305181972.jpg?k=18282664a29187d022ed2d34251abcc5fa2ae0b10e5b3817ff2c34a6ed54aea0&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/305181961.jpg?k=81365297b36c0862d06c3b747553c052dc6deb172a105b03d1c60f6d2db2f687&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max1024x768/305181936.jpg?k=33e1d94610779a0b3e929e77c5968d1768386a3e06da974e12ec1d2ae55610af&o=&hp=1']","[{'title': 'Staff', 'score': 9.5}, {'title': 'Facilities', 'score': 9.1}, {'title': 'Cleanliness', 'score': 9.3}, {'title': 'Comfort', 'score': 9.3}, {'title': 'Value for money', 'score': 9.2}, {'title': 'Location', 'score': 9.2}, {'title': 'Free WiFi', 'score': 9.6}]",[]
